"debate_title","motion_text"
"EMPLOYMENT AND SUPPORT ALLOWANCE AND UNIVERSAL CREDIT","I beg to move, That this House notes the Government’s plans to reduce the Employment and Support Allowance work-related activity component and the corresponding limited capability for work component in universal credit in April 2017; further notes that this measure will cut the weekly amount received by recipients with long-term health conditions or disabilities by £30 and that these cuts are due to take place before the promised Work and Health programme Green Paper can be considered or implemented; and therefore calls on the Government to use the upcoming Autumn Statement to postpone the cuts to Employment and Support Allowance work-related activity component and the corresponding limited capability for work component in universal credit until appropriate alternative measures to progress the commitment to halve the disability employment gap have been considered, in order to secure support for current and future claimants so that sick and disabled people are supported adequately when they are unable to work."
"PARLIAMENTARY CONSTITUENCIES (AMENDMENT) BILL","I beg to move, That the Bill be now read a Second time."
"Student support: restricted modification of repayment terms","I beg to move, That the clause be read a Second time."
"UKRI report: international specialist employees","I beg to move, That the clause be read a Second time."
"United Kingdom Research and Innovation","I beg to move, That the Bill be now read the Third time."
"CHILCOT INQUIRY AND PARLIAMENTARY ACCOUNTABILITY","I beg to move, That this House recognises that the Chilcot Inquiry provided substantial evidence of misleading information being presented by the then Prime Minister and others on the development of the then Government's policy towards the invasion of Iraq as shown most clearly in the contrast between private correspondence to the United States government and public statements to Parliament and to the people and also in the presentation of intelligence information; and calls on the Public Administration and Constitutional Affairs Committee, further to its current investigation into the lessons to be learned from the Chilcot Inquiry for the machinery of government, to conduct a further specific examination of this contrast in public and private policy and of the presentation of intelligence, and then to report to the House on what further action it considers necessary and appropriate to help prevent any repetition of this disastrous series of events."
"Permitted development: use clauses and demolition of drinking establishments","I beg to move, That the clause be read a Second time."
"PREVENTING AND COMBATING VIOLENCE AGAINST WOMEN AND DOMESTIC VIOLENCE (RATIFICATION OF CONVENTION) BILL","I beg to move, That the Bill be now read a Second time."
"Condition for exercise of power to increase limit: analysis of use of separate financial centres","I beg to move, That the clause be read a Second time."
"Inquiry into complaints alleging corrupt relationships between police and newspaper organisations","I beg to move, That this House disagrees with Lords amendment 24."
"INDUSTRIAL ACTION (PROTECTION OF CRITICAL NATIONAL SERVICES)","I beg to move, That leave be given to bring in a bill to regulate industrial action by those providing certain critical national services; to define critical national services to include railways, operators providing buses, trams and underground railways, the National Health Service and fire and ambulance services; to require those taking industrial action in relation to critical national services to demonstrate that the matter in dispute is such that the adverse effects on the provision of service to the public caused by the action is proportionate and reasonable; to provide for the High Court in England and Wales and the Court of Session in Scotland to adjudicate on proportionality and reasonableness of action and to determine a minimal required level of service to the public to be provided in the case of such action taking place; and for connected purposes."
"CHARTER FOR BUDGET RESPONSIBILITY","I beg to move, That the Charter for Budget Responsibility: autumn 2016 update, which was laid before this House on 17 January, be approved."
"Parliamentary oversight of negotiations","I beg to move, That the clause be read a Second time."
"Joint Ministerial Committee (EU Negotiations)","I beg to move, That the clause be read a Second time."
"Impact assessments","I beg to move, That the clause be read a Second time."
"Conduct of negotiations","I beg to move, That the clause be read a Second time."
"POLICE GRANT","I beg to move, That the Police Grant Report (England and Wales) for 2017–18 (HC 944), which was laid before this House on 1 February, be approved."
"LOCAL GOVERNMENT FINANCE","I beg to move, That the Report on Local Government Finance (England) 2017-18 (HC 985), which was laid before this House on 20 February, be approved."
"Standing Orders (Public Business)","I beg to move, That: (1) In Standing Order No. 83S(3)(c), after the paragraph (4A) treated as inserted in Standing Order No. 83J, insert- “(4B) In addition, a clause or schedule- (a) relates exclusively to England, Wales and Northern Ireland, and (b) is within devolved legislative competence, if it does nothing other than set one or more of the main rates of income tax for a tax year.”; (2) In Standing Order No. 83S(3)(d), at the end insert “and”; (3) In Standing Order No. 83S(3), omit sub-paragraph (f), and the “and” preceding it; (4) In Standing Order No. 83T(2)(c), for “, (7) and (12)” substitute “and (7)”; and (5) In Standing Order No. 83U(8), for “(4A), (7) and (12)” substitute “(4B) and (7)”."
"REPRODUCTIVE HEALTH  (ACCESS TO TERMINATIONS)","I beg to move, That leave be given to bring in a Bill to regulate the termination of pregnancies by medical practitioners and to repeal certain criminal offences relating to such terminations; and for connected purposes."
"Power to notify withdrawal from the EU","I beg to move, That this House disagrees with Lords amendment 1."
"Duty to have regard to the life sciences sector and access to new medicines and treatments","I beg to move, That this House disagrees with Lords amendment 3."
"Inspection of accounting records by journalists and citizen journalists","I beg to move amendment 2, page 1, line 5, leave out from “after” to the end of the subsection and insert— “any members of the public who are registered to vote in local elections in the United Kingdom”."
"National strategy","I beg to move, That the clause be read a Second time."
"Bus companies: limitation of powers of authorities in England","I beg to move amendment 1,  page 78, line 4, leave out clause 22."
"EARLY PARLIAMENTARY GENERAL ELECTION","I beg to move, That there shall be an early parliamentary general election."
"Financial Support for Students Undertaking Apprenticeships","I beg to move, That this House disagrees with Lords amendment 1."
"SECTION 5 OF THE EUROPEAN COMMUNITIES (AMENDMENT) ACT 1993","I beg to move, That this House approves, for the purposes of Section 5 of the European Communities (Amendment) Act 1993, the Government’s assessment as set out in the Budget Report and Autumn Statement, combined with the Office for Budget Responsibility’s Economic and Fiscal Outlook and Fiscal Sustainability Report, which forms the basis of the United Kingdom’s Convergence Programme."
"Health, Social Care and Security","I beg to move an amendment, at the end of the Question to add: “but respectfully regret that the Gracious Speech fails to end cuts to the police and the fire service; commend the response of the emergency services to the recent terrorist attacks and to the Grenfell Tower fire; call on the Government to recruit more police officers and fire-fighters; and further call on the Government to end the public sector pay cap and give the emergency and public services a fair pay rise.”."
"ECONOMY AND JOBS","I beg to move an amendment, at the end of the Question to add: “but respectfully regret that the Gracious Speech fails to end austerity in public services, to reverse falling living standards and to make society more equal; further regret that it contains no reference to an energy price cap and call on the Government to legislate for such a cap at the earliest opportunity; call on the Government to commit to a properly resourced industrial strategy to increase infrastructure investment in every nation and region of the UK; recognise that no deal on Brexit is the very worst outcome and therefore call on the Government to negotiate an outcome that prioritises jobs and the economy, delivers the exact same benefits the UK has as a member of the Single Market and the Customs Union, ensures that there is no weakening of cooperation in security and policing, and maintains the existing rights of EU nationals living in the UK and UK nationals living in the EU; believe that those who are richest and large corporations, those with the broadest shoulders, should pay more tax, while more is done to clamp down on tax avoidance and evasion; call for increased funding in public services to expand childcare, scrap tuition fees at universities and colleges and restore Education Maintenance Allowance, maintenance grants and nurses’ bursaries; regret that with inflation rising, living standards are again falling; and call on the Government to end the public sector pay cap and increase the minimum wage to a real living wage of £10 per hour by 2020.”."
"Air travel organisers’ licences","I beg to move amendment 2, in page 1, line 13, at end insert— “(4) The Government must publish a review within one year of this Act receiving Royal Assent on the impact on UK consumers using EU-based companies affected by changes to consumer protection introduced by this section.” This amendment requires the Government to review the impact of provisions under this section to ensure that they are not adversely affecting UK consumers using EU-based companies."
"Potential impact of leaving the EU on consumer protection under the ATOL scheme","I beg to move, That the clause be read a Second time."
"Nomination of Members to Committees","I beg to move motion 5, on the nomination of Members to Committees, That notwithstanding the practice of the House in the nomination of Members to committees, the following orders shall have effect for the duration of the present Parliament: A: SELECTION COMMITTEE (1) There shall be a select committee, to be known as the Selection Committee, to discharge the functions of nomination to committees provided for in the Standing Orders of the House relating to public business and to carry out the functions set out in or by virtue of the provisions of this order."
"Termination payments etc: amounts chargeable on employment income","I beg to move amendment 1, page 12, leave out lines 8 to 12."
"UNIVERSAL CREDIT ROLL-OUT","I beg to move, That this House calls on the Government to pause the roll-out of Universal Credit full service."
"Deemed domicile: review of protection of overseas trusts","I beg to move, That the clause be read a Second time."
"Termination Payments Etc: Amounts Chargeable on Employment Income","I beg to move amendment 1, page 14, line 15, leave out “different” and insert “higher”."
"Trades and property businesses: calculation of profits","I beg to move, That the Bill be now read the Third time."
"Interpretation of retained EU law during transitional period","I beg to move, That the clause be read a Second time."
"EU Protocol on animal sentience","I beg to move, That the clause be read a Second time."
"DUTIES OF CUSTOMS","I beg to move, That— (a) provision may be made imposing and regulating a duty of customs chargeable by reference to the importation of goods into the United Kingdom, (b) provision may be made conferring power to impose and regulate a duty of customs chargeable by reference to the export of goods from the United Kingdom, (c) other provision may be made in relation to any duty of customs in connection with the withdrawal of the United Kingdom from the European Union, and (d) provision may be made dealing with subordinate matters incidental to any provision within any of paragraphs (a) to (c)."
"STATE PENSION AGE: WOMEN","I beg to move, That this House calls on the Government to improve transitional arrangements for women born on or after 6 April 1951 who have been adversely affected by the acceleration of the increase to the state pension age."
"“Creation of UK-wide frameworks","I beg to move, That the clause be read a Second time."
"Withdrawal Agreement Payment to the European Union","I beg to move, That the clause be read a Second time."
"FINANCE (NO. 2) BILL","I beg to move, That the Bill be now read a Second time."
"Equality impact analyses of provisions of this Act","I beg to move, That the clause be read a Second time."
"Analysis of Effectiveness of Provisions of this Act on Tax Avoidance and Evasion","I beg to move, That the clause be read a Second time."
"Customs duties","I beg to move, That the clause be read a Second time."
"Saving for rights etc. under section 2(1) of the ECA","I beg to move amendment 57, page 2, line 42, leave out clause 4."
"Corresponding powers involving devolved authorities","I beg to move amendment 49, page 17, line 13, leave out “appropriate” and insert “necessary”."
"Retaining Enhanced Protection","I beg to move, That the clause be read a Second time."
"Transition period","I beg to move, That the clause be read a Second time."
"Electoral Commission","I beg to move, That an Humble Address be presented to Her Majesty, praying that Her Majesty will appoint Professor Sir Ian Kennedy as an Electoral Commissioner with effect from 1 February 2018 for the period ending 31 January 2022."
"RESTORATION AND RENEWAL (REPORT OF THE JOINT COMMITTEE)","I beg to move motion 5, That this House has considered the report of the Joint Committee on Restoration and Renewal of the Palace of Westminster (HL Paper 41, HC 659 of Session 2016-17)."
"POLICE GRANT REPORT","I beg to move, That the Police Grant Report (England and Wales) for 2018-19 (HC 745), which was laid before this House on 31 January, be approved."
"LOCAL GOVERNMENT FINANCE","I beg to move, That the Report on Local Government Finance (England) 2018–19 (HC 791), which was laid before this House on 5 February, be approved."
"Equality impact analyses of certain provisions of this Act","I beg to move, That the clause be read a Second time."
"Review of relief for first-time buyers","I beg to move, That the clause be read a Second time."
"Safety regulations: further provision","I beg to move, That the Bill be now read the Third time."
"UNIVERSAL CREDIT","I beg to move, That an humble address be presented to Her Majesty, praying that the Universal Credit (Miscellaneous Amendments Saving and Transitional Provision) Regulations 2018 (S.I., 2018, No. 65), dated 22 January, a copy of which was laid before this House on 22 January, be annulled."
"REFUGEES (FAMILY REUNION)  (NO.2) BILL","I beg to move, That the Bill be now read a Second time."
"Local Government Funding","I beg to move, That this House believes that local government has severely suffered as a result of almost eight years of brutal and devastating cuts; notes with concern that the Institute for Fiscal Studies estimates that between 2010 and 2020 local government will have had direct funding cut by 79 per cent; is concerned that the top ten most deprived councils in England are set to see cuts higher than the national average, with nine on course for cuts more than three times higher than the national average; believes there is a risk that services and councils are reaching a financial breaking point; calls on the Government to act on the warnings of the National Audit Office and initiate a review into the funding of local government to ensure that the sector has sustainable funding for the long term and to immediately provide more resources to prevent more authorities following Conservative-run Northamptonshire into effective bankruptcy; and further calls on the Government to report to the House by Oral Statement and written report before 19 April 2018 on what steps it is taking to comply with this resolution."
"Police Funding","I beg to move, That this House asserts that the loss of 21,000 police officers, 18,000 police staff and 6,800 police community support officers since 2010 in addition to the reduction in the number of armed officers has damaged community safety and public security; is concerned that central government funding to local police forces will fall in real terms for the eighth consecutive year in 2018-19 and in addition that there will be a £54m shortfall in funding for counter-terror policing; notes with alarm the assessment of the National Police Chiefs Council that this will mean tough choices for policing in the year ahead; supports the conclusion of the UK Statistics Authority that the Prime Minister could have led the public to conclude incorrectly that the Government were providing an additional £450m for police spending in 2018-19; and calls on the Government to take steps to increase officer numbers by 10,000 and to fulfil the full counter-terrorism policing requirements laid out by police chiefs for the year ahead and to report to the House by Oral Statement and written report before 19 April 2018 on what steps it is taking to comply with this resolution."
"Syria","I beg to move, That this House has considered the current situation in Syria and the UK Government’s approach."
"MILITARY ACTION OVERSEAS: PARLIAMENTARY APPROVAL","I beg to move, That this House has considered Parliament’s rights in relation to the approval of military action by British Forces overseas."
"Higher Education","I beg to move, That an Humble Address be presented to Her Majesty, praying that the Higher Education and Research Act 2017 (Consequential, Transitional, Transitory and Saving Provisions) Regulations 2018 (S.I., 2018, No. 245), dated 26 February 2018, a copy of which was laid before this House on 28 February, be annulled."
"Ongoing relative tariff differential","I beg to move, That the clause be read a Second time."
"WINDRUSH","I beg to move, That an humble Address be presented to Her Majesty, that she will be graciously pleased to give directions that the following papers be provided to the Home Affairs Committee: all papers, correspondence and advice including emails and text messages, from 11 May 2010 up to and including 1 May 2018, to and between Ministers, senior officials and Special Advisers relating to policy decisions including on the Immigration Acts 2014 and 2016 with regard the Windrush generation cases, including deportations, detentions and refusal of re-entry, the setting of deportation and removal targets and their effect on the Windrush generation, and action taken within Government following the concerns raised by Caribbean Governments with the Foreign and Commonwealth Office including the original decision by the Prime Minister not to meet Caribbean Heads of Government and officials, and all copies of minutes and papers relating to the Cabinet’s Immigration Implementation Taskforce."
"Agreements required before withdrawal","I beg to move, That this House disagrees with Lords amendment 3."
"Criminal Legal Aid","I beg to move, That the Criminal Legal Aid (Remuneration) (Amendment) Regulations 2018 (S.I., 2018, No. 220), dated 20 February 2018, a copy of which was laid before this House on 23 February, be revoked."
"Education (Student Support)","I beg to move, That an humble Address be presented to Her Majesty, praying that the Education (Student Support) (Amendment) (No. 2) Regulations 2018 (S.I., 2018, No. 443), dated 28 March 2018, a copy of which was laid before this House on 28 March, be annulled."
"Data protection breaches by national news publishers","I beg to move, That this House disagrees to Lords Amendment No. 62B proposed instead of the words left out of the Bill by Commons Amendment No. 62 but proposes amendments (za) to (a) to Clause (Review of processing of personal data for the purposes of journalism) inserted by Commons Amendment No. 109 and amendments (c) to (f) to the Bill in lieu of the Lords Amendment."
"LEAVING THE EU: CUSTOMS","I beg to move, That an humble Address be presented to Her Majesty, that she will be graciously pleased to give directions that the following papers be laid before the House: all papers, presentations and economic analyses from 1 January 2018 up to and including 16 May 2018 prepared for the European Union Exit and Trade (Strategy and Negotiations) Cabinet sub-committee, and its sub-committees, on the Government’s preferred post-Brexit customs arrangements including a Customs Partnership and Maximum Facilitation."
"TRANSPORT SECRETARY: EAST COAST FRANCHISE","I beg to move, That this House censures the Secretary of State for Transport, the Rt hon Member for Epsom and Ewell, for his handling of the East Coast franchise and his proposal to re-privatise the route rather than operate it as a public sector operation; and calls on the Government to reduce his ministerial salary by £2,400 per year."
"NHS Outsourcing and Privatisation","I beg to move, That an humble Address be presented to Her Majesty, that she will be graciously pleased to give directions that the following papers be provided to the Health and Social Care Committee: written submissions received by Ministers since 8 June 2017 on proposals for reform of the Health and Social Care Act 2012, on the creation of accountable care organisations in the NHS, and on the effect of outsourcing and privatisation in the NHS including the creation of wholly-owned subsidiary companies; and minutes of all discussions on those subjects between Ministers, civil servants and special advisers at the Department of Health and Social Care, HM Treasury and the Prime Minister’s Office."
"Repeal of the European Communities Act 1972","I beg to move, That this House disagrees with Lords amendment 110."
"Continuation of North-South co-operation and the prevention of new border arrangements","I beg to move Government amendment (a) to Lords amendment 25."
"Commencement and short title","I beg to move amendment (a) to Lords amendment 51."
"Sewel Convention","I beg to move, That this House has considered the Sewel Convention."
"CONFIDENCE IN THE SECRETARY OF STATE FOR TRANSPORT","I beg to move, That this House has no confidence in the Secretary of State for Transport, the Rt Hon Member for Epsom and Ewell; notes the failed implementation of the May rail timetables which has left thousands of commuters without services and has drastically affected their everyday lives; believes Northern and Govia Thameslink Railway should have their franchises terminated; and regrets that the Secretary of State for Transport has failed to strategically manage and oversee the UK railway and take responsibility for his role in the crisis on England’s railways, whilst officials at other organisations have resigned and forgone bonuses."
"PARLIAMENTARY CONSTITUENCIES (AMENDMENT) BILL: COMMITTEE STAGE","I beg to move, That, notwithstanding the provisions of Standing Order No. 48 and the practice of the House relating to the authorisation of charges upon the public revenue, the Parliamentary Constituencies (Amendment) Bill Committee has leave to consider the Clauses of the Bill and any new Clauses that may be proposed to it; but the Bill may not be reported from the Committee before this House has passed a Money Resolution, for which the Queen’s Recommendation has been signified, in relation to the Bill."
"National Policy Statement: Airports","I beg to move, That this House approves the National Policy Statement on New runway capacity and infrastructure at airports in the South East of England, which was laid before this House on 5 June 2018."
"Draft EU-Canada Trade  Agreement Order","I beg to move, That the draft European Union (Definition of Treaties) (Canada Trade Agreement) Order 2018, which was laid before this House on 21 May, be approved."
"EU-Japan Economic Partnership Agreement","I beg to move, That this House takes note of European Union Document No. 7959/18 and Addenda 1 to 11, Proposal for a Council Decision on the signing, on behalf of the European Union, of the Economic Partnership Agreement between the European Union and Japan; and European Union Document No. 7960/18 and Addenda 1 to 11, Proposal for a Council Decision on the conclusion of the Economic Partnership Agreement between the European Union and Japan; and welcomes the proposed signature and conclusion of the agreement."
"Requirement to amend definition of ivory","I beg to move, That the clause be read a Second time."
"LEAVING THE EU: NEGOTIATIONS","I beg to move, That this House believes that the Government’s negotiations to leave the EU have not progressed to the satisfaction of the people of the UK, with polls indicating that 69 per cent of the people now believe the exit process is going badly; calls on the Government to engage in cross-party discussions with a view to establishing a government of national unity; and further believes that the people of the UK should have the final say on the UK’s relationship with the EU through a people’s vote on the deal."
"THE SECRETARY OF STATE’S HANDLING OF UNIVERSAL CREDIT","I beg to move, That this House censures the Secretary of State for Work and Pensions, the right hon. Member for Tatton, for her handling of the roll-out of universal credit and her response to the NAO report, Rolling Out Universal Credit; notes that the Department for Work and Pensions’ own survey of claimants published on 8 June 2018 showed that 40 per cent of claimants were experiencing financial hardship even nine months into a claim and that 20 per cent of claimants were unable to make a claim online; further censures the Secretary of State for Work and Pensions for not pausing the roll-out of universal credit in the light of this evidence; and calls on the Government to reduce the Secretary of State for Work and Pensions’ ministerial salary to zero for four weeks."
"Convention about Parliament legislating on devolved matters","I beg to move, That the clause be read a Second time."
"Disclosure of information by HMRC","I beg to move, That the Bill be now read the Third time."
"Entering or remaining in a designated area","I beg to move, That the clause be read a Second time."
"Continued participation in the European Arrest Warrant","I beg to move, That the clause be read a Second time."
"Minor and consequential amendments","I beg to move, That the Bill be now read the Third time."
"UNIVERSAL CREDIT","I beg to move, That an humble Address be presented to Her Majesty, That she will be graciously pleased to give directions that the following papers be laid before Parliament: any briefing papers or analysis provided to the Secretary of State for Work and Pensions since 8 January 2018 on the impact of the roll-out of universal credit on recipients’ and household income and on benefits debts."
"ABORTION","I beg to move, That leave be given to bring in a Bill to amend the law relating to abortion in England and Wales, and Northern Ireland; to remove criminal liability in respect of abortion performed with the consent of the pregnant woman up to the twenty-fourth week of pregnancy; to repeal sections 59 and 60 of the Offences Against the Person Act 1861; to create offences of termination of a pregnancy after its twenty-fourth week and non-consensual termination of a pregnancy; to amend the law relating to conscientious objection to participation in abortion treatment; and for connected purposes."
"Restriction on increase in small claims limit for relevant personal injuries","I beg to move, That the clause be read a Second time."
"Damages for whiplash injuries","I beg to move amendment 2, page 3, line 14, leave out clauses 3 to 5."
"Uplift in exceptional circumstances","I beg to move, That the Bill be now read the Third time."
"BUDGET RESOLUTIONS - INCOME TAX (CHARGE)","I beg to move an amendment, after “tax year 2019-20” insert “provided that the condition in paragraph (2) of this resolution is met."
"Basic rate limit and personal allowance","I beg to move amendment 6, page 2, line 24, leave out subsection (4)."
"Business of the House (European Union (Withdrawal) Act)","I beg to move, That the following provisions shall have effect."
"CANNABIS (LEGALISATION AND REGULATION)","I beg to move, That leave be given to bring in a Bill to legalise the possession and consumption of cannabis; to provide for the regulation of the production, distribution and sale of cannabis; and for connected purposes."
"EXITING THE EUROPEAN UNION: MEANINGFUL VOTE","I beg to move, That this House has considered the Prime Minister’s unprecedented decision not to proceed with the final two days of debate and the meaningful vote, despite the House’s Order of Tuesday 4 December 2018, and her failure to allow this House to express its view on the Government’s deal or her proposed negotiating objectives, without the agreement of this House."
"INTERNATIONAL TRADE AND DEVELOPMENT AGENCY","I beg to move, That leave be given to bring in a Bill to establish an International Trade and Development Agency to coordinate the development and delivery of policy between the Department for International Trade and the Department for International Development; and for connected purposes."
"Authorised court and tribunal staff: legal advice and judicial functions","I beg to move amendment 1, in page 3, line 28, leave out subsection 3 and insert— “(3) A statutory instrument containing regulations under this section may not be made unless a draft of the instrument has been laid before Parliament and approved by a resolution of each House.” This amendment would require that where statutory instruments delegating judicial functions to authorised persons are brought they would be subject to the affirmative procedure."
"Impact of provisions of section 5 on child poverty and equality","I beg to move, That the clause be read a Second time."
"Review of powers in consequence of EU withdrawal","I beg to move, That the clause be read a Second time."
"No Confidence in Her Majesty’s Government","I beg to move, That this House has no confidence in Her Majesty’s Government."
"Annual report on the cost of healthcare arrangements","I beg to move, That the clause be read a Second time."
"IMMIGRATION AND SOCIAL SECURITY CO-ORDINATION (EU WITHDRAWAL) BILL","I beg to move, That the Bill be now read a Second time."
"EUROPEAN UNION (WITHDRAWAL) ACT 2018","I beg to move, That this House, in accordance with the provisions of section 13(6)(a) and 13(11)(b)(i) and 13(13)(b) of the European Union (Withdrawal) Act 2018, has considered the Written Statement titled “Statement under Section 13(4) of the European Union (Withdrawal) Act 2018” and made on 21 January 2019, and the Written Statement titled “Statement under Section 13(11)(a) of the European Union (Withdrawal) Act 2018”and made on  24 January 2019."
"Designation of international agreements for purposes of section 52 of Investigatory Powers Act 2016","I beg to move, That the clause be read a Second time."
"POLICE GRANT REPORT","I beg to move, That the Police Grant Report (England and Wales) for 2019/20 (HC 1896), which was laid before this House on 24 January, be approved."
"LOCAL GOVERNMENT FINANCE","I beg to move, That the Local Government Finance Report (England) 2019–20 (HC 1916), which was laid before this House on 29 January, be approved."
"FINANCIAL SERVICES (IMPLEMENTATION OF LEGISLATION) BILL [LORDS]","I beg to move, That the Bill be now read a Second time."
"Securitisation Regulations 2018","I beg to move, That the Securitisation Regulations 2018 (S.I., 2018, No. 1288), dated 3 December 2018, a copy of which was laid before this House on 4 December 2018, be revoked."
"UK’s Withdrawal from the EU","I beg to move, That this House welcomes the Prime Minister’s statement of 12 February 2019; reiterates its support for the approach to leaving the EU expressed by this House on 29 January 2019 and notes that discussions between the UK and the EU on the Northern Ireland backstop are ongoing."
"EXITING THE EUROPEAN UNION  (FINANCIAL SERVICES)","I beg to move, That the draft Public Record, Disclosure of Information and Co-operation (Financial Services) (Amendment) (EU Exit) Regulations 2019, which were laid before this House on 21 January, be approved."
"EXITING THE EUROPEAN UNION (MEDIATION)","I beg to move, That the draft Cross-Border Mediation (EU Directive) (EU Exit) Regulations 2019, which were laid before this House on 21 January 2019, be approved."
"EXITING THE EUROPEAN UNION (CONSUMER PROTECTION)","I beg to move, That the draft REACH etc. (Amendment etc.) (EU Exit) Regulations 2019, which were laid before this House on 5 February, be approved."
"UK’S WITHDRAWAL FROM THE EU","I beg to move, That this House notes the Prime Minister’s statement on Leaving the European Union of 26 February 2019; and further notes that discussions between the UK and the EU are ongoing."
"UK’S WITHDRAWAL FROM THE  EUROPEAN UNION","I beg to move, That this House declines to approve leaving the European Union without a Withdrawal Agreement and a Framework for the Future Relationship on 29 March 2019; and notes that leaving without a deal remains the default in UK and EU law unless this House and the EU ratify an agreement."
"UK’s Withdrawal from the European Union","I beg to move, That this House: (1) notes the resolutions of the House of 12 and 13 March, and accordingly agrees that the Government will seek to agree with the European Union an extension of the period specified in Article 50(3); (2) agrees that, if the House has passed a resolution approving the negotiated withdrawal agreement and the framework for the future relationship for the purposes of section 13(1)(b) of the European Union (Withdrawal) Act 2018 by 20 March 2019, then the Government will seek to agree with the European Union a one-off extension of the period specified in Article 50(3) for a period ending on 30 June 2019 for the purpose of passing the necessary EU exit legislation; and (3) notes that, if the House has not passed a resolution approving the negotiated withdrawal agreement and the framework for the future relationship for the purposes of section 13(1)(b) of the European Union (Withdrawal) Act 2018 by 20 March 2019, then it is highly likely that the European Council at its meeting the following day would require a clear purpose for any extension, not least to determine its length, and that any extension beyond 30 June 2019 would require the United Kingdom to hold European Parliament elections in May 2019."
"Human Medicines (Amendment) Regulations","I beg to move, That the Human Medicines (Amendment) Regulations 2019 (S.I., 2019, No. 62), dated 14 January 2019, a copy of which was laid before this House on 18 January, be revoked."
"Foreign Affairs Committee","I beg to move, That Ian Austin and Mike Gapes be discharged from the Foreign Affairs Committee and Conor McGinn and Catherine West be added."
"European Union (Withdrawal) Act","I beg to move, That this House, in accordance with the provisions of section 13(6)(a) of the European Union (Withdrawal) Act 2018, has considered the Written Statement titled “Statement under Section 13(4) of the European Union (Withdrawal) Act 2018” and made on Friday 15 March 2019."
"Delivery of bladed products to residential premises etc","I beg to move, That this House disagrees with Lords amendment 27."
"BUSINESS OF THE HOUSE","I beg to move, (1) That, at today’s sitting – (a) any proceedings governed by the resolution of the House of 25 March (Section 13 of the European Union (Withdrawal) Act 2018) or this order may be proceeded with until any hour, though opposed and shall not be interrupted; (b) the resolution of the House of 25 March shall apply as if, at the end of paragraph (b), there were inserted “and then to a motion in the name of a Minister of the Crown to approve the draft European Union (Withdrawal) Act 2018 (Exit Day) (Amendment) Regulations 2019”; (c) notwithstanding the practice of the House, any motion on matters that have been the subject of a prior decision of the House in the current Session may be the subject of a decision; (d) the Speaker shall announce his decision on which motions have been selected for decision by recorded vote before calling a Member to move a motion under paragraph (f) of the resolution of 25 March; (e) the first signatory of a motion so selected may inform the Speaker up to 4.00 pm that they do not wish a recorded vote to take place on that motion; (f) having been so informed, the Speaker shall announce that information to the House and may announce a new decision on selection; (g) the Speaker may not propose the question on any amendment to any motion subject to decision by recorded vote or on the previous question, and may not put any question under Standing Order No. 36 (Closure of debate) or Standing Order No. 163 (Motion to sit in private); (h) debate on the motions having precedence under paragraph (f) of the resolution of 25 March may continue until 7.00 pm at which time the House shall proceed as if the question had been put on each motion selected by the Speaker for decision by recorded vote and the opinion of the Speaker as to the decision on each such question had been challenged; (i) in respect of those questions – (i) Members may record their votes on each question under arrangements made by the Speaker; (ii) votes may be recorded for half an hour after the Speaker declares the period open and the Speaker shall suspend the House for that period; (iii) the Speaker shall announce the results in the course of the sitting; (j) immediately upon the conclusion of the voting period the Speaker shall call a Minister of the Crown to move to approve the draft European Union (Withdrawal) Act 2018 (Exit Day) (Amendment) Regulations 2019 and Standing Order No. 41A (Deferred divisions) shall not apply to that motion; (k) during the period between 7.00 pm and the announcement of the results on the questions subject to recorded vote– (i) no motion for the adjournment may be made; (ii) the House shall not proceed to a division other than on the question referred to in sub-paragraph (j); and (iii) the Speaker may suspend the sitting if any other business, including proceedings provided for in sub-paragraph (j) and in paragraph (g) of the resolution of 25 March, has been concluded."
"EU EXIT DAY AMENDMENT","I beg to move, That the draft European Union (Withdrawal) Act 2018 (Exit Day) (Amendment) Regulations 2019, which were laid before this House on 25 March, be approved."
"UNITED KINGDOM’S WITHDRAWAL FROM THE EUROPEAN UNION","I beg to move, That this House notes the European Council Decision of 22 March 2019 taken in agreement with the United Kingdom extending the period under Article 50(3) of the Treaty on European Union, which provides for an extension to the Article 50 period to 22 May 2019 only if the House of Commons approves the Withdrawal Agreement by 29 March 2019; notes that if the House does not do so by that date the Article 50 period will only as a matter of law be extended to 12 April 2019 and that any extension beyond 22 May 2019 would require the UK to bring forward the necessary Day of Poll Order to hold elections to the European Parliament; notes that Article 184 of the Withdrawal Agreement refers to the Political Declaration between the UK and EU agreed on 25 November 2018, but that the EU has stated it remains open to negotiating changes to the Political Declaration; notes that the House is currently undertaking deliberations to identify whether there is a design for the future relationship that commands its support; notes that even should changes be sought to the Political Declaration, leaving the European Union with a deal still requires the Withdrawal Agreement; declares that it wishes to leave the EU with an agreement as soon as possible and does not wish to have a longer extension; therefore approves the Withdrawal Agreement, the Joint Instrument and the Unilateral Declaration laid before the House on 11 March 2019 so that the UK can leave the EU on 22 May 2019; notes that this approval  does not by itself meet the requirements of section 13(1)(b) of the European Union (Withdrawal) Act 2018; and resolves that it is content to proceed to the next steps of this process, including fulfilling section 13 of this Act."
